,age,job,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,y,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,contact_cellular,contact_telephone,contact_unknown,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown
6973,1,7,0,3,1,0,28,8,1,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
6974,4,4,0,3,0,0,28,8,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
6975,2,4,0,3,0,0,28,8,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6976,4,9,0,2,1,0,28,8,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6977,2,7,0,3,1,0,28,8,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6978,2,9,0,3,1,0,28,8,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6979,2,7,0,2,1,1,28,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6980,2,9,0,3,1,0,28,8,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
6981,2,7,0,3,1,0,28,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6982,2,1,0,3,1,0,28,8,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6983,4,4,0,2,1,0,28,8,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6984,1,7,0,4,1,0,28,8,2,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6985,2,1,0,2,1,0,28,8,3,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
6987,4,1,0,2,1,1,28,8,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
6988,2,1,0,3,1,0,28,8,2,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6989,2,1,0,3,1,0,28,8,2,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
6990,2,0,1,2,1,0,28,8,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6991,1,4,0,3,1,0,28,8,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6992,3,9,0,3,1,0,28,8,1,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6993,4,9,0,3,1,1,28,8,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6994,3,9,0,3,1,0,28,8,1,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
6995,4,4,0,3,1,0,28,8,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
6996,2,0,0,3,1,0,28,8,2,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6997,4,1,0,3,1,0,28,8,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
6998,2,4,0,3,1,0,28,8,1,11,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6999,2,1,0,2,1,0,28,8,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7000,2,1,0,3,1,0,28,8,3,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7001,3,9,0,2,1,0,28,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7002,3,1,0,3,1,1,28,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7003,4,9,1,3,1,0,28,8,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7004,2,0,0,3,1,0,28,8,1,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7005,1,7,0,3,1,0,28,8,1,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7006,3,9,0,2,1,0,28,8,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7007,3,9,0,4,0,0,28,8,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7008,2,9,1,3,1,0,28,8,3,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7009,3,0,0,2,0,0,28,8,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7010,3,0,0,3,1,1,28,8,1,7,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7011,1,4,0,3,1,0,28,8,2,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7012,4,1,0,2,0,0,28,8,1,8,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7013,2,9,0,3,1,1,28,8,2,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7015,2,6,0,2,1,0,28,8,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7016,4,0,0,2,1,0,28,8,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7017,2,0,0,3,0,0,28,8,2,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7018,3,9,0,2,1,0,28,8,2,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7019,2,1,0,3,1,0,28,8,3,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7020,3,1,0,2,1,0,28,8,3,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7021,2,0,0,3,1,0,28,8,2,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7022,1,1,0,3,1,0,28,8,3,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7023,2,1,1,2,1,0,28,8,1,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7024,2,0,0,2,1,0,28,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7025,3,4,0,3,1,0,28,8,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7026,3,0,0,2,1,0,28,8,3,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7027,2,6,0,3,1,0,28,8,1,6,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7028,1,1,0,3,1,0,28,8,2,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7029,2,1,0,3,1,0,28,8,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7030,2,1,0,3,1,0,28,8,1,12,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7031,3,7,0,3,1,0,28,8,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7032,2,1,1,2,1,1,28,8,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7033,1,0,0,3,1,0,28,8,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7034,2,1,0,3,1,1,28,8,3,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7035,2,1,1,2,1,1,28,8,1,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7036,1,8,0,3,0,0,28,8,2,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7037,1,1,0,2,1,0,28,8,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7038,1,1,0,4,1,0,28,8,1,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
7039,2,1,0,3,1,0,28,8,1,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7040,3,10,0,3,1,0,28,8,1,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7041,2,9,0,4,1,0,28,8,1,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7042,1,1,0,3,1,0,28,8,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7044,2,7,0,2,1,0,28,8,3,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7045,3,7,0,3,1,0,28,8,1,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7046,3,1,0,3,0,0,28,8,1,8,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7047,2,1,1,2,1,1,28,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7048,4,2,0,3,1,0,28,8,3,9,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7049,2,1,0,3,1,0,28,8,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7050,3,9,0,2,1,1,28,8,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7051,3,1,0,3,1,0,28,8,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7052,3,9,0,2,1,0,28,8,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7053,1,6,0,3,1,0,28,8,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7054,2,9,0,3,1,1,28,8,2,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7055,4,9,0,3,1,0,28,8,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7056,1,4,0,3,1,1,28,8,2,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7057,3,0,0,3,1,0,28,8,1,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7058,2,0,0,3,1,1,28,8,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7059,1,1,0,3,1,0,28,8,3,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7060,2,6,0,3,0,0,28,8,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7061,2,9,0,3,1,0,28,8,1,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7062,2,1,0,3,1,0,28,8,2,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7063,3,1,0,4,1,0,28,8,1,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7064,2,9,0,3,1,1,28,8,1,6,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7065,2,9,0,3,1,0,28,8,1,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7066,3,0,0,3,1,1,28,8,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7067,2,1,0,2,1,1,28,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7068,3,1,0,2,1,0,28,8,3,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7069,2,4,0,3,1,0,28,8,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7070,1,1,0,3,1,0,28,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7071,4,9,0,3,1,0,28,8,1,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7072,2,7,0,3,1,1,28,8,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7073,2,7,0,3,0,1,28,8,2,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7074,3,9,0,2,1,0,29,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7075,3,4,0,2,1,0,29,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7076,3,9,0,3,1,1,29,8,1,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7077,3,1,0,3,1,1,29,8,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7078,2,1,0,2,1,0,29,8,2,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
7080,1,1,0,2,1,0,29,8,4,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7081,3,0,0,4,1,0,29,8,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7082,2,7,0,3,1,1,29,8,2,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7083,3,1,0,3,1,0,29,8,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
7084,4,0,0,3,1,0,29,8,4,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7085,3,1,0,3,1,0,29,8,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7086,2,1,0,3,1,0,29,8,1,6,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7087,3,4,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7088,4,9,0,4,1,0,29,8,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7089,3,1,0,3,1,1,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7090,2,1,0,2,1,1,29,8,3,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7091,4,5,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7092,3,9,0,3,1,0,29,8,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7093,2,4,0,3,1,0,29,8,1,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7094,1,8,0,3,1,0,29,8,1,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7095,4,7,0,3,1,0,29,8,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7096,2,9,0,3,1,0,29,8,1,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7097,2,7,0,3,1,0,29,8,2,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7098,3,4,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7099,3,4,0,3,1,0,29,8,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7100,3,1,0,2,1,0,29,8,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7101,3,9,0,2,1,0,29,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7102,3,9,0,3,0,0,29,8,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7103,3,1,0,3,1,0,29,8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7104,3,1,0,2,1,1,29,8,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7105,2,7,0,3,1,0,29,8,1,7,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7106,4,1,0,3,0,0,29,8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7107,3,0,0,3,1,0,29,8,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7108,2,9,0,2,1,0,29,8,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7109,1,9,0,3,1,0,29,8,2,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7110,1,7,0,3,1,0,29,8,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7111,2,1,0,2,1,1,29,8,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7112,1,9,0,3,1,0,29,8,1,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7113,2,9,0,3,1,1,29,8,2,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7115,2,2,1,2,1,1,29,8,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7116,2,4,0,4,1,0,29,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7117,4,1,0,3,1,0,29,8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7118,3,4,0,3,0,0,29,8,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7119,3,1,0,3,1,0,29,8,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7120,3,1,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7121,2,7,0,3,1,0,29,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7122,2,1,0,3,1,0,29,8,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7123,2,0,0,3,1,0,29,8,3,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7124,2,1,0,3,1,1,29,8,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7125,3,9,0,3,1,1,29,8,1,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7126,2,9,0,3,1,0,29,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7127,2,4,0,3,1,0,29,8,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7128,3,1,0,3,1,0,29,8,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7129,4,9,0,3,1,0,29,8,2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7130,4,4,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7131,3,1,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7132,3,10,0,3,1,0,29,8,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7133,3,0,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7134,3,7,0,3,0,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7135,4,4,0,2,0,0,29,8,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7136,4,0,0,2,1,1,29,8,2,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7137,4,2,0,3,0,0,29,8,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
7138,2,0,0,3,1,1,29,8,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7139,4,0,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7140,3,9,0,3,1,0,29,8,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7141,3,1,0,3,1,0,29,8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7142,2,5,0,3,0,0,29,8,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7143,4,7,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7144,3,4,0,4,1,0,29,8,1,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7145,1,1,0,3,1,0,29,8,4,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7146,2,2,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7147,2,8,0,3,1,0,29,8,4,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7148,4,7,0,3,1,0,29,8,1,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7149,3,9,0,3,1,0,29,8,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7150,3,4,0,3,1,0,29,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7151,3,1,0,3,1,0,29,8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7152,2,9,0,3,1,0,29,8,3,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
7153,3,4,0,3,0,0,29,8,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7154,3,0,0,3,1,0,29,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7155,4,1,0,3,1,0,29,8,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7157,2,1,0,3,1,0,29,8,3,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7158,3,9,0,3,1,0,29,8,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7159,4,6,0,3,1,0,29,8,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7160,3,6,0,4,1,1,29,8,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7161,3,1,0,3,1,0,29,8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7162,3,4,0,3,1,0,29,8,3,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7163,3,9,0,3,0,0,29,8,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7164,4,1,0,3,1,0,29,8,4,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7165,3,1,0,2,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7166,4,9,0,2,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7167,4,1,0,3,1,0,29,8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7168,3,0,0,3,1,1,29,8,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7170,1,0,0,4,1,0,29,8,2,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7171,3,1,0,3,0,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7172,3,6,0,2,0,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7173,3,9,0,2,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7174,4,0,0,3,1,0,29,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7175,2,1,0,3,1,0,29,8,1,7,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7176,3,9,0,3,1,0,29,8,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7177,2,0,0,3,0,0,29,8,2,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7178,2,1,0,3,1,0,29,8,3,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7179,4,1,0,3,0,0,29,8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7180,1,7,0,2,1,0,29,8,3,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7181,2,11,0,3,0,0,29,8,2,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7182,3,9,0,3,1,0,29,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7183,2,7,0,3,0,0,29,8,1,6,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7184,4,4,0,3,1,1,29,8,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7185,2,6,0,2,1,0,29,8,4,6,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7186,4,7,0,2,1,1,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7187,2,9,0,3,1,0,29,8,2,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7189,3,7,0,3,1,0,29,8,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7190,4,6,0,2,1,0,29,8,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7191,3,10,0,3,1,0,29,8,4,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7192,2,7,0,3,1,0,29,8,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7193,3,4,0,3,1,1,29,8,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7194,2,9,0,3,1,1,29,8,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7195,4,9,0,3,1,0,29,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7196,1,9,0,3,1,0,29,8,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7197,2,9,0,3,0,1,29,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7199,2,1,0,3,1,1,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7201,3,1,0,3,1,0,29,8,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7202,4,10,0,4,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7203,3,7,0,2,1,0,29,8,1,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7204,2,4,0,3,1,0,29,8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7205,2,4,0,3,0,0,29,8,1,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7206,2,4,0,3,1,1,29,8,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7207,3,7,0,3,1,0,29,8,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7208,3,1,0,3,1,0,29,8,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7209,2,9,0,3,1,1,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7210,2,9,0,3,1,1,29,8,2,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7211,2,1,1,2,1,1,29,8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7212,4,9,0,3,1,0,29,8,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7213,3,0,0,3,1,0,29,8,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7214,3,9,0,3,1,0,29,8,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
7215,2,9,0,3,1,0,29,8,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7216,3,9,0,3,1,0,29,8,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7217,3,1,0,4,1,0,29,8,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7218,2,1,0,3,0,0,29,8,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7219,1,7,0,3,1,0,29,8,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7220,4,9,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7221,3,4,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7222,3,7,0,3,1,1,29,8,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7223,3,9,0,3,1,0,29,8,3,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7224,4,5,0,3,1,0,29,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7225,4,4,0,3,1,0,29,8,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
